SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,338 Spear St Unit 3G,San Francisco,CA,94105,725000,1,1.0,San Francisco,,76210,2009,8,,884,Active,,,http://www.redfin.com/CA/San-Francisco/338-Spear-St-94105/unit-3G/home/23424230,San Francisco MLS,421579743,N,Y,37.7894137,-122.3906433
MLS Listing,,Condo/Co-op,1110 Tennessee St,San Francisco,CA,94107,675000,4,2.5,San Francisco,1710,2500,1885,8,395,,Active,,,http://www.redfin.com/CA/San-Francisco/1110-Tennessee-St-94107/home/175948381,San Francisco MLS,421579013,N,Y,37.7576149,-122.3894682
MLS Listing,,Condo/Co-op,1073 Texas St,San Francisco,CA,94107,1249000,3,2.0,San Francisco,1630,2500,2004,8,766,100,Active,,,http://www.redfin.com/CA/San-Francisco/1073-Texas-St-94107/home/110052457,San Francisco MLS,421580665,N,Y,37.75291,-122.394457
MLS Listing,,Condo/Co-op,1108 Tennessee St,San Francisco,CA,94107,800000,2,1.5,San Francisco,1015,2500,1885,8,788,,Active,August-15-2021 02:00 PM,August-15-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1108-Tennessee-St-94107/home/1131982,San Francisco MLS,421578993,N,Y,37.7576168,-122.3895356
MLS Listing,,Single Family Residential,2174 44th Ave,SAN FRANCISCO,CA,94116,1190000,3,2.0,SAN FRANCISCO,1214,3000,1945,9,980,,Active,August-14-2021 02:00 PM,August-14-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2174-44th-Ave-94116/home/1182862,MLSListings,ML81856662,N,Y,37.7461029,-122.5025422
MLS Listing,,Condo/Co-op,8400 Oceanview Ter #220,San Francisco,CA,94132,598888,1,1.0,San Francisco,,,2002,9,,609,Active,,,http://www.redfin.com/CA/San-Francisco/8400-Oceanview-Ter-94132/unit-220/home/1957621,San Francisco MLS,421581066,N,Y,37.7096596,-122.4686256
MLS Listing,,Condo/Co-op,588 Minna St #306,San Francisco,CA,94103,749000,1,1.0,San Francisco,690,8084,2021,9,1086,556,Active,August-14-2021 12:00 PM,August-14-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/588-Minna-St-94103/unit-306/home/175938925,San Francisco MLS,421581062,N,Y,37.7789926,-122.4102695
MLS Listing,,Single Family Residential,448 Valley St,San Francisco,CA,94131,2195000,2,2.0,San Francisco,1438,2850,1910,9,1526,,Active,,,http://www.redfin.com/CA/San-Francisco/448-Valley-St-94131/home/1863285,San Francisco MLS,421580920,N,Y,37.7443476,-122.4323766
MLS Listing,,Multi-Family (5+ Unit),137 - 145 Bosworth St,San Francisco,CA,94112,2399000,0,,San Francisco,,5000,1945,9,,,Active,,,http://www.redfin.com/CA/San-Francisco/137-Bosworth-St-94112/home/148078453,MetroList,421581042,N,Y,37.733272,-122.428354
MLS Listing,,Condo/Co-op,1450 Franklin St #802,San Francisco,CA,94109,1795000,2,2.0,San Francisco,1325,,2017,9,1355,999,Active,,,http://www.redfin.com/CA/San-Francisco/1450-Franklin-St-94109/unit-802/home/167259453,San Francisco MLS,421572321,N,Y,37.7881104,-122.4232776
MLS Listing,,Single Family Residential,345 Twin Peaks Blvd,San Francisco,CA,94114,4850000,5,4.0,San Francisco,3246,5257,1955,9,1494,,Active,August-14-2021 01:00 AM,August-14-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/345-Twin-Peaks-Blvd-94114/home/1369174,BAREIS,421580775,N,Y,37.7571616,-122.4472347
MLS Listing,,Condo/Co-op,520 Natoma St #4,San Francisco,CA,94103,339000,0,1.0,San Francisco,330,2475,1911,9,1027,653,Active,,,http://www.redfin.com/CA/San-Francisco/520-Natoma-St-94103/unit-4/home/175936093,San Francisco MLS,421580981,N,Y,37.779856,-122.4083003
MLS Listing,,Multi-Family (2-4 Unit),1354 - 1356 48th Ave,San Francisco,CA,94122,1050000,5,2.0,San Francisco,1615,3000,1909,9,650,,Active,,,http://www.redfin.com/CA/San-Francisco/1354-48th-Ave-94122/home/631707,San Francisco MLS,421580852,N,Y,37.7611722,-122.5077977
MLS Listing,,Multi-Family (2-4 Unit),1351 - 1353 48th Ave,San Francisco,CA,94122,1095000,2,2.0,San Francisco,1352,3000,1914,9,810,,Active,,,http://www.redfin.com/CA/San-Francisco/1351-48th-Ave-94122/home/2031120,San Francisco MLS,421580774,N,Y,37.7612133,-122.5084589
MLS Listing,,Single Family Residential,662 29th St,San Francisco,CA,94131,3995000,4,4.5,San Francisco,3385,2848,1928,10,1180,,Active,August-12-2021 05:30 PM,August-12-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/662-29th-St-94131/home/1986897,San Francisco MLS,421553865,N,Y,37.7434084,-122.4346642
MLS Listing,,Single Family Residential,2087 46th Ave,San Francisco,CA,94116,1395000,3,2.0,San Francisco,1634,1746,1940,10,854,,Active,August-12-2021 05:30 PM,August-12-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/2087-46th-Ave-94116/home/992574,San Francisco MLS,421575435,N,Y,37.7476344,-122.505239
MLS Listing,,Single Family Residential,775 Congo St,San Francisco,CA,94131,1499000,4,2.5,San Francisco,2642,2866,1987,10,567,,Active,,,http://www.redfin.com/CA/San-Francisco/775-Congo-St-94131/home/1923280,San Francisco MLS,421571724,N,Y,37.7351116,-122.4410839
MLS Listing,,Condo/Co-op,1670 Kirkwood Ave Unit B,San Francisco,CA,94124,675000,3,2.0,San Francisco,1130,2495,2001,10,597,,Active,August-15-2021 11:00 AM,August-15-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/1670-Kirkwood-Ave-94124/unit-B/home/175933915,San Francisco MLS,421580796,N,Y,37.7390885,-122.3911619
MLS Listing,,Multi-Family (2-4 Unit),1262 - 1264 35th Ave,San Francisco,CA,94122,1799000,4,3.0,San Francisco,1908,2996,1913,10,,,Active,,,http://www.redfin.com/CA/San-Francisco/1262-35th-Ave-94122/home/942755,MetroList,421580264,N,Y,37.763513,-122.4939909
MLS Listing,,Condo/Co-op,1001 Pine St #610,San Francisco,CA,94109,1198000,2,2.0,San Francisco,1050,18906,1963,10,1141,927,Active,August-14-2021 02:00 PM,August-14-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1001-Pine-St-94109/unit-610/home/552581,San Francisco MLS,421580787,N,Y,37.790348,-122.412568
MLS Listing,,Single Family Residential,3321 Moraga St,San Francisco,CA,94122,1185000,2,1.0,San Francisco,944,1851,1943,10,1255,,Active,,,http://www.redfin.com/CA/San-Francisco/3321-Moraga-St-94122/home/1173997,San Francisco MLS,421580791,N,Y,37.7549761,-122.4985055
MLS Listing,,Condo/Co-op,588 - 592 Chestnut St #592,San Francisco,CA,94133,1700000,4,3.0,San Francisco,1990,1555,1907,10,854,,Active,,,http://www.redfin.com/CA/San-Francisco/588-Chestnut-St-94133/unit-592/home/175932830,San Francisco MLS,421580782,N,Y,37.8039733,-122.4130218
MLS Listing,,Multi-Family (2-4 Unit),17 Osgood Pl,San Francisco,CA,94133,1975000,1,2.5,San Francisco,2600,2200,1906,10,760,,Active,,,http://www.redfin.com/CA/San-Francisco/17-Osgood-Pl-94133/unit-3/home/1400758,San Francisco MLS,421580295,N,Y,37.7978687,-122.4031551
MLS Listing,,Condo/Co-op,1701 Grove St #1,San Francisco,CA,94117,995000,2,1.0,San Francisco,980,,1913,10,1015,383,Active,,,http://www.redfin.com/CA/San-Francisco/1701-Grove-St-94117/unit-1/home/114068692,San Francisco MLS,421568831,N,Y,37.7749159,-122.4447914
MLS Listing,,Single Family Residential,1470 15th St,SAN FRANCISCO,CA,94103,1290000,5,2.0,SAN FRANCISCO,2880,1772,1907,10,448,,Active,,,http://www.redfin.com/CA/San-Francisco/1470-15th-St-94103/home/1034946,MLSListings,ML81856436,N,Y,37.7670313,-122.417048
MLS Listing,,Single Family Residential,181 Baltimore Way,San Francisco,CA,94112,1475000,3,2.0,San Francisco,2044,4451,1927,10,722,,Active,,,http://www.redfin.com/CA/San-Francisco/181-Baltimore-Way-94112/home/1994050,San Francisco MLS,421578751,N,Y,37.7084134,-122.4329443
MLS Listing,,Condo/Co-op,2111 Hyde St #304,San Francisco,CA,94109,2795000,3,2.5,San Francisco,2141,,,10,1305,1266,Active,,,http://www.redfin.com/CA/San-Francisco/2111-Hyde-St-94109/unit-304/home/12400361,San Francisco MLS,421576139,N,Y,37.8002924,-122.4196054
MLS Listing,,Condo/Co-op,2111 Hyde St #301,San Francisco,CA,94109,1995000,2,2.0,San Francisco,1820,,,10,1096,886,Active,,,http://www.redfin.com/CA/San-Francisco/2111-Hyde-St-94109/unit-301/home/12400358,San Francisco MLS,421579584,N,Y,37.8002924,-122.4196054
MLS Listing,,Single Family Residential,1685 Cayuga Ave,San Francisco,CA,94112,1049000,3,1.0,San Francisco,1210,2125,1939,11,867,,Active,,,http://www.redfin.com/CA/San-Francisco/1685-Cayuga-Ave-94112/home/825334,San Francisco MLS,421580058,N,Y,37.7153261,-122.4477687
MLS Listing,,Multi-Family (2-4 Unit),4440 20th St,San Francisco,CA,94114,2450000,3,2.0,San Francisco,2015,2748,1917,11,1216,,Active,,,http://www.redfin.com/CA/San-Francisco/4440-20th-St-94114/home/676088,San Francisco MLS,421572281,N,Y,37.7577285,-122.4375929
MLS Listing,,Multi-Family (2-4 Unit),4121 - 4123 20th St,San Francisco,CA,94114,2300000,5,,San Francisco,2100,2848,1900,11,1095,,Active,,,http://www.redfin.com/CA/San-Francisco/4121-20th-St-94114/home/1613144,San Francisco MLS,421578306,N,Y,37.7575395,-122.4330726
MLS Listing,,Single Family Residential,288 Farallones St,San Francisco,CA,94112,999000,3,3.0,San Francisco,1266,3249,1909,11,789,,Active,August-14-2021 01:00 AM,August-14-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/288-Farallones-St-94112/home/829530,San Francisco MLS,421580369,N,Y,37.7142514,-122.4623542
MLS Listing,,Condo/Co-op,1000 Pennsylvania Ave #10,San Francisco,CA,94107,1195000,2,3.0,San Francisco,1693,7500,2001,11,706,769,Active,,,http://www.redfin.com/CA/San-Francisco/1000-Pennsylvania-Ave-94107/unit-10/home/1284950,San Francisco MLS,421569824,N,Y,37.7539003,-122.3931659
MLS Listing,,Single Family Residential,1700 Cayuga Ave,San Francisco,CA,94112,1148999,2,2.0,San Francisco,1200,2042,1940,12,957,,Active,,,http://www.redfin.com/CA/San-Francisco/1700-Cayuga-Ave-94112/home/824788,San Francisco MLS,421580223,N,Y,37.7152635,-122.4483383
MLS Listing,,Condo/Co-op,2952 Steiner St,San Francisco,CA,94123,1695000,3,1.0,San Francisco,1345,2344,1906,12,1260,229,Active,,,http://www.redfin.com/CA/San-Francisco/2952-Steiner-St-94123/home/1078727,San Francisco MLS,421580593,N,Y,37.796652,-122.436806
MLS Listing,,Single Family Residential,1785 Geneva Ave,San Francisco,CA,94134,849000,2,1.0,San Francisco,799,2738,1946,12,1063,,Active,,,http://www.redfin.com/CA/San-Francisco/1785-Geneva-Ave-94134/home/1986330,San Francisco MLS,421580565,N,Y,37.710493,-122.424682
MLS Listing,,Single Family Residential,2219 Pacific Ave,San Francisco,CA,94115,6850000,5,4.5,San Francisco,4900,3510,1900,12,1398,,Active,,,http://www.redfin.com/CA/San-Francisco/2219-Pacific-Ave-94115/home/1650626,San Francisco MLS,421569347,N,Y,37.7934719,-122.4322807
MLS Listing,,Single Family Residential,600 Gates St,San Francisco,CA,94110,2095000,3,3.0,San Francisco,2569,1750,1908,12,815,,Active,,,http://www.redfin.com/CA/San-Francisco/600-Gates-St-94110/home/926698,San Francisco MLS,421580136,N,Y,37.7358603,-122.4143954
MLS Listing,,Single Family Residential,2695 23rd Ave,San Francisco,CA,94116,1399000,4,3.0,San Francisco,1525,2818,1926,12,917,,Active,,,http://www.redfin.com/CA/San-Francisco/2695-23rd-Ave-94116/home/1174718,San Francisco MLS,421575354,N,Y,37.7374071,-122.4798323
MLS Listing,,Single Family Residential,627 Paris St,San Francisco,CA,94112,988000,3,2.0,San Francisco,1394,2500,1934,12,709,,Active,August-15-2021 01:00 PM,August-15-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/627-Paris-St-94112/home/1821963,San Francisco MLS,421579610,N,Y,37.718738,-122.4368925
MLS Listing,,Condo/Co-op,1650 Broadway St #305,San Francisco,CA,94109,1550000,1,1.5,San Francisco,816,13547,2016,12,1900,1018,Active,,,http://www.redfin.com/CA/San-Francisco/1650-Broadway-94109/unit-305/home/108422771,San Francisco MLS,421572477,N,Y,37.795913,-122.424471
MLS Listing,,Condo/Co-op,1189 Tennessee St #404,San Francisco,CA,94107,1195000,1,1.5,San Francisco,1130,6200,2015,13,1058,722,Active,,,http://www.redfin.com/CA/San-Francisco/1189-Tennessee-St-94107/unit-404/home/84246137,San Francisco MLS,421580374,N,Y,37.7568692,-122.3888951
MLS Listing,,Condo/Co-op,1170 Sacramento St Unit 5A,San Francisco,CA,94108,2799000,2,2.5,San Francisco,2075,,1963,13,1349,2672,Active,,,http://www.redfin.com/CA/San-Francisco/1170-Sacramento-St-94108/unit-5A/home/1936069,San Francisco MLS,421579731,N,Y,37.7929056,-122.4121403
MLS Listing,,Condo/Co-op,729 Frederick St,San Francisco,CA,94117,799000,1,1.0,San Francisco,590,,1990,13,1354,372,Active,,,http://www.redfin.com/CA/San-Francisco/729-Frederick-St-94117/home/980653,San Francisco MLS,421579366,N,Y,37.7657887,-122.4567446
MLS Listing,,Single Family Residential,119 Prospect Ave,San Francisco,CA,94110,1995000,3,2.0,San Francisco,,1750,1902,13,,,Active,August-15-2021 01:00 PM,August-15-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/119-Prospect-Ave-94110/home/1167148,San Francisco MLS,421580361,N,Y,37.7431425,-122.4187537
MLS Listing,,Condo/Co-op,300 Beale St #305,San Francisco,CA,94105,1195000,1,1.0,San Francisco,1145,35461,1937,13,1044,831,Active,August-14-2021 02:00 PM,August-14-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/300-Beale-St-94105/unit-305/home/12395840,San Francisco MLS,421556256,N,Y,37.7881762,-122.3925217
MLS Listing,,Condo/Co-op,1645 Pacific Ave Unit 2G,San Francisco,CA,94109,2470000,2,2.5,San Francisco,1525,16141,2014,13,1620,980,Active,,,http://www.redfin.com/CA/San-Francisco/1645-Pacific-Ave-94109/unit-2G/home/69371510,San Francisco MLS,421563655,N,Y,37.794657,-122.422326
MLS Listing,,Multi-Family (5+ Unit),1717 Mason St,San Francisco,CA,94133,9995000,6,4.0,San Francisco,9860,4950,1927,13,1014,,Active,,,http://www.redfin.com/CA/San-Francisco/1717-Mason-St-94133/home/541433,San Francisco MLS,421580210,N,Y,37.7994027,-122.4126366
MLS Listing,,Multi-Family (5+ Unit),3660 20th St,San Francisco,CA,94110,1100000,0,,San Francisco,3862,2866,1907,13,285,,Active,,,http://www.redfin.com/CA/San-Francisco/3660-20th-St-94110/home/1944341,San Francisco MLS,421580256,N,Y,37.7585144,-122.4226499
MLS Listing,,Condo/Co-op,900 Bush St #303,San Francisco,CA,94109,625000,1,1.0,San Francisco,596,37816,1982,13,1049,1058,Active,August-15-2021 02:00 PM,August-15-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-303/home/1434060,San Francisco MLS,421580196,N,Y,37.7899069,-122.4123875
MLS Listing,,Condo/Co-op,60 Rausch St #201,San Francisco,CA,94103,2099000,3,1.5,San Francisco,2590,,2002,13,810,820,Active,,,http://www.redfin.com/CA/San-Francisco/60-Rausch-St-94103/unit-201/home/12399642,San Francisco MLS,421578624,N,Y,37.7760722,-122.4096499
MLS Listing,,Multi-Family (2-4 Unit),2859 Turk Blvd,San Francisco,CA,94118,1550000,3,,San Francisco,2563,2250,1939,13,605,,Active,,,http://www.redfin.com/CA/San-Francisco/2859-Turk-Blvd-94118/home/1969071,San Francisco MLS,421580194,N,Y,37.7776732,-122.4526311
MLS Listing,,Multi-Family (2-4 Unit),1742 - 1746 Filbert St,San Francisco,CA,94123,3499000,9,4.0,San Francisco,4644,4133,1911,13,753,,Active,,,http://www.redfin.com/CA/San-Francisco/1742-Filbert-St-94123/home/563026,San Francisco MLS,421580195,N,Y,37.799292,-122.4282454
MLS Listing,,Condo/Co-op,406 Hoffman Ave,San Francisco,CA,94114,1799000,3,2.0,San Francisco,,2495,1966,13,,315,Active,,,http://www.redfin.com/CA/San-Francisco/406-Hoffman-94114/home/175902259,San Francisco MLS,421579843,N,Y,37.7505458,-122.440824
MLS Listing,,Single Family Residential,45 Capra Way,San Francisco,CA,94123,10300000,4,5.5,San Francisco,5625,3637,,13,1831,,Active,August-14-2021 12:00 PM,August-14-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/45-Capra-Way-94123/home/2007013,San Francisco MLS,421579628,N,Y,37.802554,-122.439253
MLS Listing,,Condo/Co-op,101 Lombard Unit 409E,San Francisco,CA,94111,1348000,1,1.5,San Francisco,1114,,1983,13,1210,1069,Active,August-15-2021 01:00 PM,August-15-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/101-Lombard-St-94111/unit-409E/home/1286775,San Francisco MLS,421579082,N,Y,37.8037119,-122.4045338
MLS Listing,,Single Family Residential,344 Willard North,San Francisco,CA,94118,2850000,4,2.5,San Francisco,2500,1980,1905,13,1140,,Active,,,http://www.redfin.com/CA/San-Francisco/344-Willard-N-94118/home/1804602,San Francisco MLS,421579727,N,Y,37.7749357,-122.4560994
MLS Listing,,Multi-Family (2-4 Unit),1612 - 1614 Kirkham St,San Francisco,CA,94122,1588000,4,2.0,San Francisco,1750,1624,1944,13,907,,Active,,,http://www.redfin.com/CA/San-Francisco/1612-Kirkham-St-94122/home/1959839,San Francisco MLS,421576368,N,Y,37.7599743,-122.4782658
MLS Listing,,Condo/Co-op,445 Francisco St #100,San Francisco,CA,94133,1295000,2,2.0,San Francisco,1132,44663,2001,13,1144,796,Active,,,http://www.redfin.com/CA/San-Francisco/445-Francisco-St-94133/unit-100/home/114077171,San Francisco MLS,421578296,N,Y,37.8046669,-122.4126295
MLS Listing,,Single Family Residential,348 Eureka St,San Francisco,CA,94114,2495000,4,3.5,San Francisco,2645,3249,1910,13,943,,Active,,,http://www.redfin.com/CA/San-Francisco/348-Eureka-St-94114/home/675787,San Francisco MLS,421579943,N,Y,37.7565375,-122.4380564
MLS Listing,,Single Family Residential,151 Hearst Ave,San Francisco,CA,94131,1159000,3,1.0,San Francisco,1369,2809,1948,13,847,,Active,,,http://www.redfin.com/CA/San-Francisco/151-Hearst-Ave-94131/home/1966828,San Francisco MLS,421575417,N,Y,37.7305914,-122.4409181
MLS Listing,,Condo/Co-op,188 Minna St Unit 24A,San Francisco,CA,94105,3995000,3,3.0,San Francisco,2027,33056,2005,13,1971,2889,Active,,,http://www.redfin.com/CA/San-Francisco/188-Minna-St-94105/unit-24A/home/22854526,San Francisco MLS,421578834,N,Y,37.7861425,-122.4012961
MLS Listing,,Condo/Co-op,1863 19th Ave,San Francisco,CA,94122,998000,2,2.0,San Francisco,1203,3000,1948,13,830,,Active,,,http://www.redfin.com/CA/San-Francisco/1863-19th-Ave-94122/home/873215,San Francisco MLS,421579002,N,Y,37.7530674,-122.4765991
MLS Listing,,Single Family Residential,662 Hearst Ave,San Francisco,CA,94112,945000,2,1.0,San Francisco,1140,2809,1922,13,829,,Active,,,http://www.redfin.com/CA/San-Francisco/662-Hearst-Ave-94112/home/1758318,San Francisco MLS,421576548,N,Y,37.7309259,-122.452586
MLS Listing,,Condo/Co-op,1490 Francisco St #3,San Francisco,CA,94123,1299000,2,1.0,San Francisco,920,5000,1924,13,1412,556,Active,August-15-2021 11:00 AM,August-15-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/1490-Francisco-St-94123/unit-3/home/175899174,San Francisco MLS,421579747,N,Y,37.802786,-122.4295821
MLS Listing,,Single Family Residential,400 Pioche St,San Francisco,CA,94134,1249000,3,2.0,San Francisco,1364,1271,1942,13,916,,Active,,,http://www.redfin.com/CA/San-Francisco/400-Pioche-St-94134/home/1379332,San Francisco MLS,421578833,N,Y,37.7281357,-122.4225918
MLS Listing,,Condo/Co-op,1233 Howard St Unit 3B,San Francisco,CA,94103,898000,1,2.0,San Francisco,946,14956,2000,13,949,502,Active,,,http://www.redfin.com/CA/San-Francisco/1233-Howard-St-94103/unit-3B/home/22876762,San Francisco MLS,421579001,N,Y,37.775746,-122.411946
MLS Listing,,Condo/Co-op,1900 Sutter St #4,San Francisco,CA,94115,639000,1,1.0,San Francisco,567,9669,1980,13,1127,514,Active,August-15-2021 02:00 PM,August-15-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1900-Sutter-St-94115/unit-4/home/1634711,San Francisco MLS,421576040,N,Y,37.786447,-122.431999
MLS Listing,,Condo/Co-op,637 Powell St #102,San Francisco,CA,94108,1188000,3,2.0,San Francisco,1590,3920,1923,13,747,889,Active,,,http://www.redfin.com/CA/San-Francisco/637-Powell-St-94108/unit-102/home/1973790,San Francisco MLS,421579186,N,Y,37.790666,-122.4090968
MLS Listing,,Condo/Co-op,501 Crescent Way #5409,San Francisco,CA,94134,949000,3,2.0,San Francisco,1424,72305,2006,13,666,510,Active,,,http://www.redfin.com/CA/San-Francisco/501-Crescent-Way-94134/unit-5409/home/12402609,San Francisco MLS,421578602,N,Y,37.7117617,-122.388583
MLS Listing,,Condo/Co-op,139 Stillman St #6,San Francisco,CA,94107,749000,1,1.5,San Francisco,830,2915,2005,13,902,515,Active,August-14-2021 01:00 PM,August-14-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/139-Stillman-St-94107/unit-6/home/22881602,San Francisco MLS,421555868,N,Y,37.7809242,-122.3971931
